;cell_id;cell_type;numb_events;wp_avg;wp_amplitude_pre;wp_amplitude_post;vm_avg;vm_amplitude_pre;vm_amplitude_post;ap_avg;ap_psth;ap_fr_pre;ap_fr_post;delta_wp;delta_vm;delta_ap
24;SC924_1;EXC;20;"[ 8.22104588  8.15534755  7.41026278  6.8152753   6.05622553  5.20141716
  5.16556258  4.62548819  5.12420906  8.41786727 13.76134526 17.28183489
 13.84694859  7.60271126  6.11064286  6.31537895  6.58431387  7.50766334
  8.08243188  8.55879676  8.67248987  8.78343508  9.71000317  9.88098402
  9.2950726   9.41058472  7.96344306  5.54011036  5.60088323  6.48294185
  7.14303396  7.28253263  6.86580316  6.07558246  6.31369877  6.89770122
  6.9114694   7.0549979   6.91064401  5.96168509]";5.029169248831672;9.677030100234118;"[-0.06113859 -0.06112484 -0.06112344 ... -0.05817063 -0.05814953
 -0.05815656]";-60.181709834834834;-52.105486024262134;[0. 0. 0. ... 0. 0. 0.];"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. 15. 25. 25. 15.  5.  5.  0.
  5.  0.  0.  5.  0.  0.  0.  5. 10. 10.  0.  0.  5.  5.  0. 10.  0.  0.
  5.  0.  0.  0.]";0.0;9.504752376188096;4.647860851402446;8.0762238105727;9.504752376188096
25;SC925_1;EXC;46;"[10.84673913  8.10711957  6.00032609  5.29508053  5.24141304  5.45429348
  4.71679348  5.13445652  7.73054348 12.35619565 18.60347826 22.08048913
 16.25690217  5.26005435  4.42179348  6.58048913  8.68336957  8.98369565
  8.71097826  9.51788043 10.31375     9.59603261  8.49396739  7.91070652
  7.14554348  7.31809783  7.06777174  5.74788043  6.39233696  7.42527174
  8.97233696  8.23869565  6.85320652  7.42157609  8.35793478  8.0423913
  6.23426531  5.63630435  5.74358696  6.3275    ]";5.759021739130432;11.064583333333333;"[-0.06034966 -0.06035516 -0.06035897 ... -0.05752704 -0.05753764
 -0.05753852]";-61.069168829155245;-56.77363049731387;[0. 0. 0. ... 0. 0. 0.];"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 2.17391304 0.         0.         0.         0.         0.
 2.17391304 0.         0.         0.         0.         0.
 0.         0.         0.         2.17391304 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         2.17391304 0.        ]";0.0;0.43500010875002715;5.305561594202901;4.295538331841378;0.43500010875002715
26;SC926_1;EXC;41;"[12.44365854 11.29439024  9.25243902  7.24902439  7.47731707  5.83415543
  5.76756098  7.41221915 10.0895122  14.42536585 20.60585366 24.54268293
 18.22414634  6.70780488  5.83560976  7.95        9.98339105 10.90341463
 11.58536585 12.86243902 13.75219512 13.04390244 10.60756098  9.2202439
  9.10853659  9.84829268  9.72829268  9.7897561   9.72585366 10.96292683
 11.89512195 12.32097561 10.80390244  9.52268293  9.5304878  10.36707317
 11.11926829 10.41121951  9.78414634  9.90512195]";7.275861937552564;12.926474344854288;"[-0.06148262 -0.06150373 -0.06147782 ... -0.06081471 -0.06081585
 -0.0608045 ]";-60.31708766693523;-59.90843844178186;[0. 0. 0. ... 0. 0. 0.];"[0.         0.         2.43902439 0.         0.         0.
 2.43902439 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         2.43902439 0.
 0.         0.         0.         0.        ]";0.4882931712200005;0.0;5.650612407301724;0.40864922515336843;-0.4882931712200005
27;TK177_1;SST;13;"[204.87820769 204.12351538 204.21784615 205.23197692 205.42063846
 205.1848     203.95842308 206.17531538 207.04793846 205.32629231
 209.85443846 213.10905385 210.0667     205.75080769 208.2979
 208.6045     207.04793846 205.06942308 204.50084615 204.92536923
 204.8782     205.86873077 205.75080769 206.16417692 204.21783077
 203.91125385 202.92072308 204.07634615 205.13762308 205.27913077
 204.38293077 204.97253077 207.18944615 207.77902308 207.40170769
 205.9395     206.0574     205.25556154 204.33576923 205.7744    ]";205.59161923076923;208.03351196581195;"[-0.04793538 -0.04793386 -0.04792374 ... -0.04745314 -0.04746129
 -0.04746488]";-48.403432515023724;-51.46593734908533;[0.         0.         0.         ... 0.         0.         0.07692308];"[ 0.         15.38461538  0.          7.69230769  0.          0.
  0.         15.38461538  7.69230769  7.69230769  0.          0.
  0.          0.          7.69230769  7.69230769  7.69230769  0.
  7.69230769  7.69230769  7.69230769  7.69230769 23.07692308  0.
  7.69230769  7.69230769 15.38461538 15.38461538 30.76923077 30.76923077
 15.38461538  7.69230769  0.          7.69230769  7.69230769  7.69230769
  7.69230769  0.          0.         23.07692308]";6.160006160006161;3.8480778850963944;2.441892735042728;-3.062504834061606;-2.311928274909767
28;TK318_1;EXC;8;"[205.750725  207.0061125 209.1306625 208.8409625 206.9578375 205.7989875
 200.0530625 200.149625  208.8892375 223.567925  238.343175  246.1653625
 234.8666625 209.80665   211.2552125 218.7876875 223.7127875 218.835975
 211.83465   207.24755   208.454675  216.1802875 223.6644875 227.9135875
 226.4167625 223.9542125 220.139675  216.7114125 213.7177625 214.635175
 214.9731625 212.5589    213.138325  214.97315   213.1383375 212.2691875
 210.9655    215.5525875 222.7953625 229.362125 ]";203.722728125;223.73424027777776;"[-0.055673   -0.05567218 -0.05563518 ... -0.04863517 -0.04861376
 -0.04860797]";-51.95732875120501;-48.27732050950821;[0. 0. 0. ... 0. 0. 0.];"[ 0.  12.5 12.5  0.   0.   0.   0.  25.  12.5  0.   0.   0.   0.  50.
 37.5 50.  12.5 25.  25.  37.5 25.  12.5  0.   0.  37.5 12.5 25.  25.
 12.5  0.  25.  12.5 12.5 25.  37.5  0.  12.5 25.   0.  12.5]";7.5075075075075075;23.761880940470235;20.011512152777755;3.680008241696804;16.254373432962726
29;TK320_1;SST;26;"[207.20714615 207.07658846 204.66127308 200.46166538 197.13244231
 196.2403     196.2403     196.69725769 203.92145385 216.49850769
 229.18435385 233.18811923 215.08412692 194.60833077 191.49670385
 199.24312692 206.68491154 208.33865769 206.51084231 204.94413846
 201.70196923 201.57140385 205.68398077 210.01414231 207.6641
 202.1154     199.87415769 200.24406923 204.24784231 209.79654615
 211.68962308 207.16363077 201.07093846 197.74171154 200.39638462
 203.37746154 206.28903846 206.70668077 204.96590769 203.50801154]";198.2748278846154;209.37101923076924;"[-0.04688795 -0.0468865  -0.04689592 ... -0.04491671 -0.04490826
 -0.04489461]";-46.79831270177167;-47.07687822265752;[0. 0. 0. ... 0. 0. 0.];"[19.23076923  3.84615385 19.23076923  7.69230769 15.38461538 11.53846154
  7.69230769 11.53846154  3.84615385  7.69230769  7.69230769 15.38461538
 15.38461538 11.53846154  3.84615385 23.07692308 11.53846154 19.23076923
 15.38461538 15.38461538 26.92307692 11.53846154  7.69230769 15.38461538
  7.69230769 42.30769231 19.23076923 23.07692308 15.38461538 19.23076923
 30.76923077  3.84615385 15.38461538 34.61538462 19.23076923 34.61538462
 11.53846154 11.53846154 30.76923077 23.07692308]";8.470008470008471;13.853080386347022;11.09619134615383;-0.2785655208858486;5.383071916338551
30;TK320_2;SST;6;"[205.9674     202.76341667 202.42615    199.22213333 198.21036667
 198.9692     197.2829     197.45151667 202.76343333 216.33821667
 231.59935    239.01908333 220.13243333 209.08706667 205.20855
 203.35361667 206.55761667 216.42253333 224.9384     219.62651667
 198.29468333 191.38081667 198.88488333 210.52043333 217.94021667
 211.9538     202.08886667 203.94381667 207.14781667 207.4851
 201.6673     193.573      194.33183333 198.71625    201.66728333
 201.92025    199.30646667 195.76521667 199.81236667 201.66728333]";199.1167625;217.36873888888888;"[-0.0472517  -0.04727844 -0.04733051 ... -0.04533426 -0.04538941
 -0.04546594]";-46.73115004275404;-45.777423387027866;[0. 0. 0. ... 0. 0. 0.];"[ 0.          0.         33.33333333 50.         16.66666667  0.
 33.33333333 33.33333333 83.33333333 66.66666667 16.66666667  0.
 33.33333333 50.         50.         50.         33.33333333 16.66666667
 33.33333333 33.33333333 66.66666667 33.33333333  0.         33.33333333
 16.66666667  0.         83.33333333 33.33333333 16.66666667 33.33333333
 16.66666667 33.33333333 50.         16.66666667 66.66666667 50.
 50.         16.66666667 50.         33.33333333]";43.376710043376704;31.682507920626975;18.25197638888889;0.9537266557261717;-11.69420212274973
31;TK323_1;SST;8;"[204.93405   206.7181375 209.0375125 210.5094    213.086475  215.8171625
 217.33365   217.3336125 218.4041125 222.864425  230.1059875 234.3631625
 229.745025  219.7422125 220.2328125 220.678875  219.7868    219.429975
 222.2963375 223.5777125 219.2595375 216.5630125 212.1596875 212.5165375
 212.471925  213.2046625 211.5080375 210.554025  212.3793375 215.1000625
 215.3386625 212.78995   209.3051    209.97415   213.5706875 214.3175
 212.123275  207.877825  207.5656    210.1869   ]";217.222134375;224.04235416666666;"[-0.05318271 -0.0531897  -0.05316298 ... -0.05161651 -0.05166831
 -0.05166913]";-51.20228976706931;-51.7822515712846;[0. 0. 0. ... 0. 0. 0.];"[12.5 12.5 25.  12.5 62.5 37.5 25.  50.  37.5 37.5 25.  50.  87.5 12.5
 37.5 50.   0.  25.  25.  37.5 25.  25.  37.5  0.  12.5 25.  37.5 37.5
 50.  50.  50.  75.   0.  25.  37.5 25.  50.  37.5 62.5 12.5]";37.53753753753754;35.01750875437719;6.820219791666659;-0.5799618042152872;-2.520028783160349
32;TK326_2;PV;9;"[206.54935556 206.17801111 205.9554     204.83234444 204.69996667
 204.92156667 206.00768889 207.96376667 212.76302222 221.26241111
 230.39918889 235.895      228.99058889 212.94936667 211.89165556
 219.24233333 225.15846667 225.80687778 220.53505556 209.59943333
 205.05635556 209.49854444 212.56913333 213.94864444 213.4381
 215.4841     213.6296     206.43725556 204.16755556 202.82397778
 205.38053333 204.4213     201.0009     200.20273333 202.44095556
 204.3926     204.74481111 200.36416667 197.29393333 200.5242    ]";207.91401111111114;223.42983703703703;"[-0.04989653 -0.04987132 -0.04988119 ... -0.04805711 -0.04801143
 -0.04795626]";-47.45296228434611;-46.45577886356277;[0. 0. 0. ... 0. 0. 0.];"[ 33.33333333  66.66666667  66.66666667  44.44444444  33.33333333
  55.55555556 100.          33.33333333  66.66666667  77.77777778
 144.44444444 122.22222222 155.55555556 155.55555556 144.44444444
 122.22222222 111.11111111 122.22222222 122.22222222 111.11111111
 100.         100.          77.77777778  77.77777778  88.88888889
  88.88888889 100.          77.77777778  77.77777778  66.66666667
  55.55555556  44.44444444  22.22222222  66.66666667  77.77777778
  77.77777778  66.66666667  11.11111111  22.22222222  33.33333333]";66.7334000667334;131.17669946084152;15.515825925925895;0.9971834207833368;64.44329939410812
33;TK333_1;SST;10;"[197.18935 194.88634 193.93408 194.31667 193.94014 194.81985 189.96289
 190.39327 197.57953 210.5116  222.73126 228.99128 218.18409 198.68697
 198.52223 203.0911  203.78201 199.57249 194.41854 197.32275 202.81935
 208.45518 210.9316  211.00695 209.91146 207.77423 201.54851 195.28693
 195.29475 199.23637 199.50299 199.59619 201.33565 204.22876 202.68921
 199.45344 197.28643 197.89281 195.19241 196.33067]";193.18888500000003;207.55333000000002;"[-0.05130108 -0.05130442 -0.05130183 ... -0.05023292 -0.05022552
 -0.05021187]";-52.92619773638677;-53.4498847562591;[0. 0. 0. ... 0. 0. 0.];"[10.  0. 10.  0.  0.  0.  0.  0.  0.  0.  0. 10. 30. 10.  0. 10. 10.  0.
  0.  0.  0.  0. 10. 10.  0.  0. 20. 10. 10. 10.  0.  0. 10. 10.  0. 10.
  0. 20. 10. 30.]";0.0;7.003501750875437;14.36444499999999;-0.5236870198723338;7.003501750875437
34;TK334_1;SST;13;"[194.3022     197.99047692 201.05738462 198.13079231 197.80741538
 195.48484615 191.85667692 191.75644615 195.0639     204.74567692
 217.23376923 219.73573846 203.74097692 191.23272308 191.85666923
 196.72763846 200.77675385 201.83605385 199.76071538 200.41375385
 201.71886923 201.99949231 203.28239231 205.36706923 202.26009231
 199.61412308 199.09295385 202.11826923 200.63643077 201.91932308
 201.65873846 202.05964615 201.47831538 200.81683846 200.10485385
 200.92120769 200.27562308 200.03507692 200.41593846 199.25333846]";193.5404673076923;202.5445598290598;"[-0.0527279  -0.05274485 -0.05274257 ... -0.0506614  -0.05066924
 -0.05070314]";-52.02438221419331;-51.53847328554528;[0. 0. 0. ... 0. 0. 0.];"[ 0.          0.          0.          0.          0.          0.
  0.          7.69230769  0.          0.          7.69230769  0.
  0.          0.         15.38461538  7.69230769 15.38461538  0.
 15.38461538 15.38461538 15.38461538  7.69230769 15.38461538  7.69230769
  0.          7.69230769  7.69230769 15.38461538  7.69230769  7.69230769
 15.38461538  0.          0.         15.38461538  7.69230769  0.
 15.38461538 15.38461538 15.38461538  7.69230769]";1.5400015400015403;7.696155770192789;9.004092521367511;0.4859089286480298;6.156154230191248
35;TK348_1;SST;7;"[181.92581429 180.59984286 181.23124286 179.40017143 180.5367
 180.72611429 179.08444286 184.13574286 191.14445714 203.64641429
 216.46407143 223.09392857 208.63457143 189.94475714 188.61877143
 188.11365714 188.93448571 191.2707     190.0079     194.17524286
 200.5525     198.72138571 195.81688571 190.70244286 191.33387143
 189.50277143 185.77742857 184.89344286 184.26202857 184.32518571
 189.2502     189.50275714 192.4704     191.58642857 185.9037
 182.74665714 181.29438571 184.38831429 187.86108571 189.31332857]";183.7726892857143;198.34253809523813;"[-0.05061731 -0.05058959 -0.0505708  ... -0.04843885 -0.04844214
 -0.04843838]";-52.081482116904965;-47.90552495065355;[0. 0. 0. ... 0. 0. 0.];"[14.28571429 14.28571429 14.28571429  0.         14.28571429  0.
  0.         14.28571429  0.          0.          0.         28.57142857
  0.         42.85714286 42.85714286 14.28571429 42.85714286 28.57142857
 42.85714286 28.57142857 42.85714286 28.57142857 28.57142857 14.28571429
 28.57142857 57.14285714 42.85714286 14.28571429 71.42857143  0.
 28.57142857 28.57142857 28.57142857 14.28571429 28.57142857  0.
 42.85714286 14.28571429 42.85714286  0.        ]";2.8600028600028597;27.15643536053741;14.569848809523819;4.175957166251415;24.29643250053455
36;TK353_1;SST;58;"[183.58976897 183.62685345 183.36660862 183.37379483 184.11686379
 184.51162069 184.59191034 184.79402241 184.93454483 186.10145172
 190.7979569  193.60698793 189.90142414 184.38324138 184.52250345
 186.12646552 186.53759483 185.26227931 183.6044569  182.53102586
 182.38229138 183.02579138 183.01203793 182.13113448 181.92458793
 182.08191724 182.55812759 182.19006897 182.2014431  182.09423276
 181.83770345 181.79522586 181.74365172 181.73971379 182.07221724
 182.28413793 182.31273966 181.87266034 181.93944138 181.76997931]";184.70802456896553;187.19365670498084;"[-0.04853934 -0.04854722 -0.04855022 ... -0.04911087 -0.04911717
 -0.04911631]";-48.884753963682456;-50.48003078238549;[0. 0. 0. ... 0. 0. 0.];"[ 0.          3.44827586  0.          1.72413793  1.72413793  5.17241379
  0.          1.72413793  5.17241379  6.89655172  1.72413793  5.17241379
  3.44827586  5.17241379 12.06896552  3.44827586  1.72413793  5.17241379
  6.89655172  3.44827586  3.44827586  8.62068966  1.72413793  3.44827586
  6.89655172  5.17241379  1.72413793  5.17241379  3.44827586  1.72413793
  3.44827586  3.44827586  0.          3.44827586  1.72413793  0.
  3.44827586  3.44827586  1.72413793  3.44827586]";3.796900348624486;4.830001207500302;2.4856321360153117;-1.5952768187030344;1.0331008588758155
37;TK355_1;SST;29;"[191.1031069  191.02847586 191.3794931  192.56936207 193.47888621
 192.30689655 191.40794828 190.2915     191.43680345 197.22688621
 204.97294483 208.47735862 200.04321724 190.57608966 188.45085517
 190.39765862 193.88868276 195.98842414 195.72145517 191.4993069
 188.16516207 187.71703793 188.66569655 188.84347241 189.84313793
 190.84762069 191.86396552 193.13119655 192.61882069 191.71897241
 191.49350345 191.73192759 191.88995517 193.14816897 193.84903793
 192.56245862 191.60772069 190.78975862 190.82793448 191.4377069 ]";191.36078706896552;196.50185402298854;"[-0.05109614 -0.05109393 -0.0511204  ... -0.04943735 -0.049398
 -0.04941331]";-52.81341972093351;-49.21527061754489;[0. 0. 0. ... 0. 0. 0.];"[ 3.44827586 10.34482759  3.44827586  6.89655172  6.89655172  6.89655172
  0.          0.          3.44827586  6.89655172  0.         13.79310345
 31.03448276 27.5862069  41.37931034 37.93103448 31.03448276 13.79310345
 31.03448276 31.03448276 41.37931034 20.68965517 24.13793103 24.13793103
 13.79310345 20.68965517 34.48275862 13.79310345 13.79310345  6.89655172
  3.44827586 24.13793103 10.34482759 17.24137931  6.89655172 17.24137931
 17.24137931 20.68965517 31.03448276 24.13793103]";3.451727589658624;25.875006468751618;5.141066954023017;3.5981491033886215;22.423278879092994
38;TK358_2;SST;27;"[201.88134074 201.7153963  201.43915926 201.41692593 201.78327037
 202.17795556 200.54519259 200.51482593 205.45344444 214.07488519
 224.93801111 229.76431852 220.60854444 205.50032963 204.4845
 209.36133333 214.08324815 215.50377037 209.31832222 206.82728889
 206.69375926 205.94537778 205.1236     206.08848889 207.15816667
 208.51672593 207.5496     206.01876667 205.49993704 207.14328519
 207.31758889 205.38801481 203.57097037 202.91573333 204.41230741
 205.6147037  203.19708148 202.18182963 202.54491481 204.86897778]";202.17285462962968;214.84026419753087;"[-0.05771331 -0.05772793 -0.05771575 ... -0.05631506 -0.05630897
 -0.05629192]";-59.29943451704987;-54.916741376420234;[0. 0. 0. ... 0. 0. 0.];"[ 0.          0.          0.          0.          0.          0.
  0.          0.          3.7037037   0.          0.          3.7037037
  3.7037037   0.         14.81481481 14.81481481 11.11111111  7.40740741
  7.40740741 11.11111111 14.81481481 11.11111111  3.7037037   0.
  7.40740741  0.          0.          3.7037037   0.          7.40740741
  0.          3.7037037   3.7037037   7.40740741  0.          0.
  7.40740741  0.          7.40740741  3.7037037 ]";0.7414822229637044;7.411112963889352;12.667409567901188;4.382693140629634;6.669630740925648
39;TK358_3;EXC;4;"[199.89265  200.25045  202.969575 200.322    199.463325 202.39715
 210.26835  214.20395  213.70305  220.500875 223.720925 229.44545
 220.07155  212.2719   210.125225 208.908775 212.629675 215.635075
 215.635075 212.486575 207.477625 208.40785  210.125225 210.053675
 207.90695  208.90875  210.91235  208.40785  211.413225 212.629675
 211.91415  209.624325 207.262975 209.3381   209.9821   203.899825
 202.18245  203.112675 203.899825 204.114475]";210.143125;216.49373888888888;"[-0.05771636 -0.05768347 -0.05769169 ... -0.05587476 -0.05585009
 -0.05593231]";-56.647795019381995;-56.78761671792391;[0. 0. 0. ... 0. 0. 0.];"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]";0.0;0.0;6.350613888888887;-0.1398216985419154;0.0
40;TK364_1;PV;6;"[187.99131667 188.29535    188.5559     187.47015    187.16613333
 188.20846667 189.16395    188.46905    189.64168333 196.1998
 204.40825    207.49188333 196.2432     187.47015    192.33441667
 194.5494     194.33223333 192.4647     191.29208333 194.59283333
 195.15743333 192.11728333 188.20846667 188.3822     191.94353333
 192.55158333 191.33551667 190.68405    192.94245    190.24971667
 190.24973333 190.076      188.29533333 188.33875    187.99133333
 186.38436667 186.94896667 187.25298333 187.81758333 188.20848333]";188.8707875;195.62070185185183;"[-0.05043218 -0.05042121 -0.05047054 ... -0.05047602 -0.05046506
 -0.05051439]";-53.919107717746044;-50.4664364689896;[0. 0. 0. ... 0. 0. 0.];"[ 0.          0.         16.66666667  0.         16.66666667  0.
  0.          0.          0.         16.66666667  0.         33.33333333
 16.66666667 16.66666667 16.66666667 16.66666667  0.         16.66666667
  0.          0.         16.66666667 16.66666667  0.         33.33333333
 33.33333333 16.66666667 16.66666667 16.66666667 33.33333333 33.33333333
  0.         33.33333333  0.         16.66666667 16.66666667 50.
 16.66666667 16.66666667 16.66666667 16.66666667]";3.3366700033366694;11.67250291812573;6.749914351851828;3.4526712487564453;8.33583291478906
41;TK367_1;SST;23;"[207.98474783 206.55363043 201.47623913 200.00776957 200.60511304
 202.01134783 201.63802174 202.12336087 205.2096087  213.80881739
 224.52359565 229.05343478 223.32892174 214.00793478 211.61857826
 207.91008696 204.17671739 203.3927087  205.22206087 207.36252174
 208.51986957 212.09148261 216.26041739 216.09862609 213.93325652
 209.62743913 207.9972087  208.18386957 205.9065087  205.68251304
 205.94384783 206.86475217 208.89321304 211.76791304 214.03282609
 214.75460435 213.46036522 213.42304348 211.05856087 209.56521739]";202.74558478260872;213.69267101449273;"[-0.0524088  -0.05240079 -0.05240822 ... -0.05234617 -0.05236633
 -0.05233001]";-52.677610440598755;-53.002101986987924;[0. 0. 0. ... 0. 0. 0.];"[0.         0.         4.34782609 0.         0.         0.
 4.34782609 0.         0.         0.         4.34782609 0.
 0.         0.         4.34782609 0.         0.         0.
 8.69565217 4.34782609 4.34782609 0.         8.69565217 0.
 0.         0.         4.34782609 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 4.34782609 0.         0.         0.        ]";0.8704356530443487;2.175000543750136;10.947086231884015;-0.32449154638916866;1.3045648907057872
42;TK373_1;SST;20;"[188.51482  188.17037  188.08426  188.514825 188.744455 189.031485
 189.37593  189.490745 190.323145 194.140735 201.97685  207.516665
 198.905555 193.62408  196.781485 198.503715 198.24537  199.25002
 197.011115 196.121305 193.509255 190.725005 190.40926  189.80648
 190.46667  189.088875 189.80647  189.08889  188.572215 190.86852
 191.47129  192.332415 192.820375 190.38056  190.95463  190.32315
 191.64351  191.44259  191.67223  190.83981 ]";189.55532625;199.09053944444446;"[-0.05426589 -0.05424534 -0.0542164  ... -0.05310008 -0.05312639
 -0.05315023]";-55.54723480436333;-54.07764983783296;[0. 0. 0. ... 0. 0. 0.];"[ 5. 10.  0.  5.  5.  5.  0.  5.  0.  0. 15.  0. 20. 15. 15.  5. 10.  5.
  0.  0.  5. 10.  0. 15. 20.  0.  0.  5.  5. 10.  5.  0.  5.  5. 15.  5.
 15. 10.  5. 10.]";2.002002002002002;8.504252126063033;9.535213194444452;1.4695849665303697;6.502250124061031
43;TK376_1;SST;38;"[190.29583684 190.34286316 190.33323158 190.24881842 190.27715
 190.46572368 190.76788947 190.87041053 190.88696579 191.25117368
 193.18222895 195.15788421 192.65777895 191.33538684 193.50827105
 193.92880263 193.24004474 192.86983684 192.03261316 192.96581579
 193.05409737 192.36233421 192.52016579 193.22702895 192.25837895
 191.52085263 191.81281316 192.58674474 192.7387     191.72342105
 191.96525789 192.02211316 191.72840263 192.20805263 191.83227895
 191.68293158 192.12452895 191.65392632 190.93273158 191.69344474]";190.74774736842105;193.10142748538016;"[-0.04646071 -0.04646054 -0.04646105 ... -0.04421517 -0.04421287
 -0.04424569]";-46.51643753176424;-46.999015546750876;[0. 0. 0. ... 0. 0. 0.];"[ 2.63157895  5.26315789 13.15789474  5.26315789  7.89473684  7.89473684
  2.63157895 13.15789474  7.89473684  7.89473684  5.26315789 18.42105263
 13.15789474  7.89473684 31.57894737 13.15789474 28.94736842 23.68421053
 26.31578947 39.47368421 42.10526316 36.84210526 34.21052632 39.47368421
 36.84210526 23.68421053 18.42105263 28.94736842 36.84210526 26.31578947
 42.10526316 28.94736842 36.84210526 10.52631579 28.94736842 23.68421053
 15.78947368 34.21052632 21.05263158 26.31578947]";7.902639481586851;20.799873621021035;2.3536801169591115;-0.4825780149866361;12.897234139434184
44;TK383_1;EXC;46;"[196.20717174 196.28786522 196.36886957 196.26323913 197.3522587
 198.60305    200.2896913  200.51358478 201.30391957 203.22098696
 207.32199783 209.70548478 205.7104587  203.81837826 204.9197587
 206.18290652 204.68288913 203.49431739 204.22250652 203.75585652
 203.30162826 202.89071087 202.85313696 202.03161304 201.58972826
 201.42818913 201.2167413  200.8372913  200.95535652 200.55716957
 200.4824413  199.94733261 199.15684348 199.19439348 199.00793913
 198.82757826 198.10552174 198.42264348 198.11108696 197.6505    ]";200.1775614130435;205.5620775362319;"[-0.06123634 -0.06122519 -0.06122876 ... -0.06094801 -0.06094315
 -0.06093986]";-63.21075923026793;-60.645136407967755;[0. 0. 0. ... 0. 0. 0.];"[2.17391304 0.         0.         0.         0.         0.
 0.         0.         0.         0.         2.17391304 0.
 0.         0.         0.         0.         2.17391304 0.
 0.         0.         0.         2.17391304 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]";0.0;0.43500010875002715;5.384516123188405;2.5656228223001776;0.43500010875002715
45;TK384_2;SST;5;"[184.47942 182.36138 182.36136 182.70484 181.7889  182.47586 187.39892
 187.45618 189.2308  194.44008 204.28624 212.07154 196.27192 183.73524
 186.71196 189.23078 187.57066 188.1431  190.08946 193.6959  198.61896
 202.2254  202.45438 192.49372 187.79964 187.79964 190.37566 192.60822
 188.94454 185.4526  185.16636 189.17352 194.66908 199.07694 194.89804
 187.8569  185.8533  186.31128 183.10556 182.36136]";186.64044;193.1234333333333;"[-0.04688315 -0.04688776 -0.0468825  ... -0.04357944 -0.04362021
 -0.04368927]";-44.065064701218326;-47.163472892094205;[0. 0. 0. ... 0. 0. 0.];"[ 0.  0.  0.  0. 20. 20. 40. 20.  0. 20.  0.  0.  0.  0. 20. 20.  0.  0.
  0.  0.  0.  0.  0. 20.  0.  0.  0.  0. 20.  0. 20. 40.  0. 20.  0. 20.
  0.  0.  0.  0.]";20.02002002002002;4.00200100050025;6.482993333333297;-3.0984081908758796;-16.01801901951977
46;TK385_1;EXC;8;"[198.13955   198.2111    198.49735   197.7102    196.9946375 197.0304
 196.8157625 195.7066125 195.99285   199.8926875 206.762075  210.8765625
 205.6529625 198.5330875 200.3578    200.3935625 200.644025  200.536675
 200.035775  200.6082375 199.0339625 199.9642375 200.1789    200.3577625
 198.175325  198.640425  199.391775  198.3542    198.3542    199.1771125
 200.787125  200.7513375 201.8962375 201.3237875 199.57065   200.5009
 201.9677875 200.0357875 198.9266625 200.4651125]";196.38640625;202.6436138888889;"[-0.06214169 -0.06207428 -0.06202207 ... -0.05298005 -0.05295703
 -0.05294716]";-62.8724189277433;-51.88341255619785;[0. 0. 0. ... 0. 0. 0.];"[12.5 12.5 12.5  0.   0.   0.   0.   0.   0.   0.  12.5 12.5 12.5 25.
 12.5 12.5  0.   0.  12.5  0.   0.  12.5  0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.  12.5  0.  12.5  0.  12.5 12.5]";0.0;10.005002501250624;6.2572076388889;10.98900637154545;10.005002501250624
47;TK385_2;EXC;19;"[191.48843684 191.02078421 190.90008947 191.33756842 192.25779474
 192.49915789 191.39792105 190.74924211 192.27288421 194.30943158
 199.03117895 203.33052632 198.21655789 194.52061053 192.58967368
 192.75561579 194.9581     193.87194737 191.82031053 190.07039474
 191.29230526 193.96244211 196.84378421 197.88468421 196.18002632
 195.44083158 195.99899474 195.77269474 193.23835789 194.17364211
 193.41937368 192.52932632 192.09184737 190.97553158 192.01643158
 196.31579474 198.6993     197.65839474 194.03787895 191.66946316]";191.72980131578947;195.67716900584796;"[-0.06829107 -0.06828657 -0.06829159 ... -0.06393279 -0.06393504
 -0.06394439]";-64.56477176704686;-61.52321030780535;[0. 0. 0. ... 0. 0. 0.];"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         5.26315789
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         5.26315789 0.
 0.         5.26315789 0.         0.        ]";0.0;0.0;3.947367690058485;3.041561459241514;0.0
